1.ID|2.DateObs|3.TimeObs|4.Filename|5.Object|6.RA_hhmmss|7.DEC_ddmmss|8.RA_deg|9.DEC_deg|10.RA_pix|11.Dec_pix|12.FilterName|13.JD|14.ExpTime_sec|15.Zmag|16.FWHM|17.Altitude|18.Airmass
104|2020-06-05|19:47:00|CTA102-20200605@194656-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1020.8314|1024.5439|R_Astrodon_2018|2459006.324305556|180.0|21.0035|2.7114|62.7904|1.1185
105|2020-06-05|19:50:15|CTA102-20200605@195014-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1020.4983|1025.2999|R_Astrodon_2018|2459006.3265625|180.0|21.1132|2.2836|63.4856|1.1118
106|2020-06-05|18:54:51|DA406-20200605@185446-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1019.6558|1096.6054|R_Astrodon_2018|2459006.288090278|180.0|20.8027|2.3057|40.5429|1.5507
107|2020-06-05|18:58:05|DA406-20200605@185805-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1020.7121|1098.2333|R_Astrodon_2018|2459006.290335648|180.0|20.7919|2.2318|39.8736|1.5726
108|2020-06-05|19:38:55|L-Lacertae-20200605@193851-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.8639|1028.4422|R_Astrodon_2018|2459006.3186921296|180.0|21.3918|2.9011|64.6999|1.1049
109|2020-06-05|19:42:10|L-Lacertae-20200605@194209-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.3535|1030.7000|R_Astrodon_2018|2459006.320949074|180.0|21.4309|2.5830|65.1457|1.1010
110|2020-06-05|19:15:14|Mkn501-20200605@191513-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1207.8071|977.6947|R_Astrodon_2018|2459006.3022453706|180.0|21.2594|2.5702|44.3899|1.4396
111|2020-06-05|19:18:28|Mkn501-20200605@191827-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1208.3209|979.6448|R_Astrodon_2018|2459006.304490741|180.0|21.3246|2.2954|43.7690|1.4561
112|2020-06-12|18:25:18|3C345-20200612@182517-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1077.7973|918.2352|R_Astrodon_2018|2459013.2675694446|180.0|-9999.0000|-9999.0000|46.5963|1.3854
113|2020-06-12|18:28:31|3C345-20200612@182831-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1079.0840|920.0070|R_Astrodon_2018|2459013.269803241|180.0|-9999.0000|-9999.0000|45.9815|1.4001
114|2020-06-12|18:41:14|3C371-20200612@184113-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1108.6372|1022.6521|R_Astrodon_2018|2459013.2786342595|180.0|-9999.0000|-9999.0000|40.1606|1.5537
115|2020-06-12|18:02:56|4C38-41-20200612@180251-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1074.8722|899.0179|R_Astrodon_2018|2459013.252037037|180.0|-9999.0000|-9999.0000|49.6542|1.3200
116|2020-06-12|18:06:10|4C38-41-20200612@180609-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1075.7983|900.8298|R_Astrodon_2018|2459013.2542824075|180.0|-9999.0000|-9999.0000|49.0227|1.3328
117|2020-06-12|18:34:30|4C51-37-20200612@183426-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1088.1221|927.4844|R_Astrodon_2018|2459013.2739583333|180.0|-9999.0000|-9999.0000|50.3696|1.3037
118|2020-06-12|18:37:44|4C51-37-20200612@183744-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1088.1250|928.2540|R_Astrodon_2018|2459013.2762037036|180.0|-9999.0000|-9999.0000|49.9485|1.3119
119|2020-06-12|17:55:27|DA406-20200612@175524-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1071.4261|902.9900|R_Astrodon_2018|2459013.2468402777|180.0|-9999.0000|-9999.0000|47.1488|1.3734
120|2020-06-12|17:58:41|DA406-20200612@175840-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1072.0298|904.7502|R_Astrodon_2018|2459013.249085648|180.0|-9999.0000|-9999.0000|46.4787|1.3889
121|2020-06-12|17:38:58|KS1510-08-20200612@173854-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|936.7499|1116.0534|R_Astrodon_2018|2459013.2353935186|180.0|20.7588|6.1562|23.8719|2.5000
122|2020-06-12|17:42:48|KS1510-08-20200612@174244-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|939.3937|1115.1860|R_Astrodon_2018|2459013.2380555556|180.0|20.6703|6.4520|23.0552|2.5851
123|2020-06-12|18:18:43|Mkn501-20200612@181839-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1077.0202|902.3012|R_Astrodon_2018|2459013.262997685|180.0|-9999.0000|-9999.0000|49.9232|1.3146
124|2020-06-12|18:21:56|Mkn501-20200612@182156-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1077.6785|903.5670|R_Astrodon_2018|2459013.2652314813|180.0|-9999.0000|-9999.0000|49.3133|1.3268
125|2020-06-13|16:46:35|3C345-20200613@164635-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1024.5965|1026.0722|R_Astrodon_2018|2459014.1990162036|180.0|20.9527|3.1359|63.8340|1.1175
126|2020-06-13|16:49:49|3C345-20200613@164949-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1025.5344|1026.3970|R_Astrodon_2018|2459014.201261574|180.0|20.9476|3.2645|63.2992|1.1229
127|2020-06-13|17:01:40|3C371-20200613@170136-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1038.6265|1089.4281|R_Astrodon_2018|2459014.2094907407|180.0|21.4416|3.7751|43.4553|1.4533
128|2020-06-13|16:33:19|4C38-41-20200613@163319-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1023.2592|1021.4275|R_Astrodon_2018|2459014.189803241|180.0|21.2715|2.7069|65.6255|1.1010
129|2020-06-13|16:36:35|4C38-41-20200613@163635-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1023.3252|1021.8982|R_Astrodon_2018|2459014.192071759|180.0|21.2391|3.0075|65.0664|1.1061
130|2020-06-13|16:54:17|4C51-37-20200613@165410-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1028.5847|1044.6733|R_Astrodon_2018|2459014.2043634257|180.0|21.5756|3.1483|59.8982|1.1571
131|2020-06-13|16:57:32|4C51-37-20200613@165731-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1028.5220|1043.9746|R_Astrodon_2018|2459014.2066203705|180.0|21.5625|3.3693|59.7063|1.1595
132|2020-06-13|16:26:37|DA406-20200613@162633-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1084.4438|920.1407|R_Astrodon_2018|2459014.185150463|180.0|21.3970|2.9605|64.4851|1.1121
133|2020-06-13|16:29:54|DA406-20200613@162953-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1084.4086|921.0255|R_Astrodon_2018|2459014.1874305555|180.0|21.3829|2.9158|63.8357|1.1184
134|2020-06-13|16:19:01|KS1510-08-20200613@161857-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1025.7892|1022.2397|R_Astrodon_2018|2459014.179872685|180.0|21.1073|3.9881|39.2209|1.5934
135|2020-06-13|16:22:16|KS1510-08-20200613@162216-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1027.1978|1023.5743|R_Astrodon_2018|2459014.1821296294|180.0|21.1453|3.7581|38.6080|1.6151
136|2020-06-13|16:39:58|Mkn501-20200613@163957-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.3809|1021.6364|R_Astrodon_2018|2459014.1944212965|180.0|21.4204|3.1868|66.6281|1.0920
137|2020-06-13|16:43:14|Mkn501-20200613@164313-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1023.0917|1021.4177|R_Astrodon_2018|2459014.196689815|180.0|21.4196|3.4662|66.1291|1.0963
138|2020-06-15|12:52:50|3C273-20200615@125250-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1063.7840|1240.9443|R_Astrodon_2018|2459016.0366898146|180.0|21.2633|2.3198|53.0751|1.2580
139|2020-06-15|12:56:05|3C273-20200615@125605-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|1065.2576|1242.1113|R_Astrodon_2018|2459016.0389467594|180.0|21.2463|2.0263|52.4307|1.2691
140|2020-06-15|12:59:30|3C279-20200615@125930-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1044.9001|1260.3685|R_Astrodon_2018|2459016.0413194443|180.0|21.3698|2.1923|51.2825|1.2882
141|2020-06-15|18:25:35|3C345-20200615@182535-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1006.9010|1010.1414|R_Astrodon_2018|2459016.2677662037|180.0|20.9044|3.5215|44.2840|1.4423
142|2020-06-15|18:28:50|3C345-20200615@182849-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1007.9284|1011.9899|R_Astrodon_2018|2459016.270023148|180.0|20.8532|3.5712|43.6603|1.4590
143|2020-06-15|18:39:25|3C371-20200615@183924-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1034.7837|1060.2603|R_Astrodon_2018|2459016.2773726853|180.0|21.3528|3.3348|39.6099|1.5721
144|2020-06-15|12:39:00|4C29-45-20200615@123900-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1112.9595|1172.2241|R_Astrodon_2018|2459016.027083333|180.0|21.4383|2.3307|58.2312|1.1815
145|2020-06-15|12:42:15|4C29-45-20200615@124215-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1113.9477|1174.2334|R_Astrodon_2018|2459016.029340278|180.0|21.4523|2.2306|57.5207|1.1910
146|2020-06-15|18:11:59|4C38-41-20200615@181158-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1005.4919|1002.0184|R_Astrodon_2018|2459016.2583217593|180.0|21.1709|3.4427|45.5693|1.4100
147|2020-06-15|18:15:13|4C38-41-20200615@181512-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1005.7475|1004.2333|R_Astrodon_2018|2459016.2605671296|180.0|21.1653|3.4019|44.9335|1.4260
148|2020-06-15|18:32:28|4C51-37-20200615@183228-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1016.8343|999.9301|R_Astrodon_2018|2459016.2725462965|180.0|21.5289|3.1674|49.0853|1.3291
149|2020-06-15|18:35:42|4C51-37-20200615@183542-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1016.4065|1001.0464|R_Astrodon_2018|2459016.274791667|180.0|21.5235|3.0684|48.6517|1.3382
150|2020-06-15|12:18:33|4C71-07-20200615@121833-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1175.5398|1220.0845|R_Astrodon_2018|2459016.0128819444|180.0|21.5608|3.4038|25.5637|2.3138
151|2020-06-15|12:21:56|4C71-07-20200615@122156-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1026.9196|1024.7114|R_Astrodon_2018|2459016.0152314813|180.0|21.5430|3.4152|25.2862|2.3415
152|2020-06-15|18:05:09|DA406-20200615@180508-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1002.8201|1013.0605|R_Astrodon_2018|2459016.253576389|180.0|21.2630|3.2656|42.6932|1.4864
153|2020-06-15|18:08:24|DA406-20200615@180823-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1003.2281|1015.1552|R_Astrodon_2018|2459016.2558333334|180.0|21.2346|3.4019|42.0198|1.5060
154|2020-06-15|17:57:59|KS1510-08-20200615@175749-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|953.6759|1161.0636|R_Astrodon_2018|2459016.248599537|180.0|20.6522|5.2664|17.2295|3.4274
155|2020-06-15|18:01:14|KS1510-08-20200615@180113-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|957.6052|1157.3445|R_Astrodon_2018|2459016.2508564815|180.0|20.6836|5.0514|16.5194|3.5720
156|2020-06-15|12:32:18|Mkn421-20200615@123217-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1132.7077|1186.8591|R_Astrodon_2018|2459016.0224305554|180.0|21.4090|2.8026|47.4821|1.3637
157|2020-06-15|12:35:33|Mkn421-20200615@123532-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1134.6302|1188.8169|R_Astrodon_2018|2459016.0246875|180.0|21.4042|2.6389|46.8453|1.3781
158|2020-06-15|18:18:48|Mkn501-20200615@181847-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1005.8124|994.1118|R_Astrodon_2018|2459016.2630555555|180.0|21.3660|3.2023|47.6652|1.3613
159|2020-06-15|18:22:02|Mkn501-20200615@182201-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1006.2507|996.0114|R_Astrodon_2018|2459016.265300926|180.0|21.3898|3.2644|47.0482|1.3752
160|2020-06-15|12:45:40|ON231-20200615@124539-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1108.7115|1168.1297|R_Astrodon_2018|2459016.031712963|180.0|21.3538|2.5798|61.6261|1.1411
161|2020-06-15|12:49:13|ON231-20200615@124912-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1110.2006|1169.1834|R_Astrodon_2018|2459016.0341782407|180.0|21.3581|2.4873|60.8426|1.1499
162|2020-06-15|12:25:26|S4_0954+65-20200615@122526-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1169.2138|1185.5787|R_Astrodon_2018|2459016.017662037|180.0|21.0136|3.1474|32.8178|1.8469
163|2020-06-15|12:28:41|S4_0954+65-20200615@122841-R_Astrodon_2018_calib.fits|S4_0954+65|09 58 47.20|+65 33 55.0|149.6967|65.5653|1169.5472|1186.9275|R_Astrodon_2018|2459016.0199189815|180.0|21.0223|3.2671|32.4930|1.8635
164|2020-06-15|12:11:40|S5_0716+71-20200615@121137-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1167.4597|1277.5272|R_Astrodon_2018|2459016.0081018517|180.0|21.4759|3.9183|19.7992|2.9382
165|2020-06-15|12:15:02|S5_0716+71-20200615@121502-R_Astrodon_2018_calib.fits|S5_0716+71|07 21 53.40|+71 20 36.0|110.4725|71.3433|1028.4113|1024.0930|R_Astrodon_2018|2459016.010439815|180.0|21.4285|3.7229|19.5388|2.9828
166|2020-06-16|13:25:42|3C345-20200616@132541-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1020.0771|1029.6874|R_Astrodon_2018|2459017.059513889|180.0|21.0315|2.2572|64.5242|1.1037
167|2020-06-16|13:28:56|3C345-20200616@132855-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1019.7800|1031.3845|R_Astrodon_2018|2459017.061759259|180.0|21.0295|2.2254|65.0429|1.0992
168|2020-06-16|13:40:25|3C371-20200616@134020-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1019.5996|1064.9091|R_Astrodon_2018|2459017.069733796|180.0|21.4532|3.1232|37.9205|1.6164
169|2020-06-16|13:43:40|3C371-20200616@134339-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1019.6382|1066.1971|R_Astrodon_2018|2459017.071990741|180.0|21.4474|3.1037|38.1310|1.6090
170|2020-06-16|18:28:48|3C454-3-20200616@182847-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|567.5671|1003.5829|R_Astrodon_2018|2459017.27|180.0|20.9153|2.6287|51.8482|1.2620
171|2020-06-16|18:32:20|3C454-3-20200616@183220-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|972.1073|1051.7685|R_Astrodon_2018|2459017.272453704|180.0|20.9013|2.9064|52.6589|1.2477
172|2020-06-16|18:13:07|4C38-41-20200616@181307-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1093.2531|1035.2466|R_Astrodon_2018|2459017.2591087963|180.0|21.2552|3.0475|44.5731|1.4351
173|2020-06-16|18:16:23|4C38-41-20200616@181622-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1093.9752|1037.2788|R_Astrodon_2018|2459017.261377315|180.0|21.2414|2.9701|43.9300|1.4520
174|2020-06-16|13:33:01|4C51-37-20200616@133257-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1016.5917|1068.7672|R_Astrodon_2018|2459017.064594907|180.0|21.5736|2.4657|50.4443|1.2895
175|2020-06-16|13:36:16|4C51-37-20200616@133616-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1016.9230|1069.8300|R_Astrodon_2018|2459017.066851852|180.0|21.5828|2.4631|50.8622|1.2820
176|2020-06-16|18:21:57|CTA102-20200616@182153-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1018.7793|1024.8135|R_Astrodon_2018|2459017.2652430558|180.0|21.2314|2.5916|53.5797|1.2330
177|2020-06-16|18:25:12|CTA102-20200616@182512-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1018.3666|1024.1295|R_Astrodon_2018|2459017.2675|180.0|21.2470|2.4727|54.3088|1.2219
178|2020-06-16|18:06:18|DA406-20200616@180614-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1023.5472|1023.5574|R_Astrodon_2018|2459017.254375|180.0|21.3463|2.9608|41.6404|1.5172
179|2020-06-16|18:09:33|DA406-20200616@180932-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1023.8298|1025.1289|R_Astrodon_2018|2459017.2566319443|180.0|21.3584|3.1202|40.9673|1.5380
180|2020-06-16|18:53:10|ES2344+514-20200616@185305-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1019.8534|1025.3509|R_Astrodon_2018|2459017.2869212963|180.0|21.7300|3.0012|44.3872|1.4226
181|2020-06-16|15:53:08|L-Lacertae-20200616@155304-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.4542|1022.6975|R_Astrodon_2018|2459017.1618981482|180.0|21.4737|3.0350|32.8455|1.8179
182|2020-06-16|18:45:21|L-Lacertae-20200616@184517-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.0693|1026.1983|R_Astrodon_2018|2459017.2814930556|180.0|21.5349|2.6059|63.2228|1.1182
183|2020-06-16|18:48:37|L-Lacertae-20200616@184836-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.4521|1028.2059|R_Astrodon_2018|2459017.283761574|180.0|21.5328|2.4706|63.7001|1.1137
184|2020-06-16|13:18:55|Mkn501-20200616@131851-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.4808|1026.1721|R_Astrodon_2018|2459017.0548032406|180.0|21.4881|2.4127|61.5995|1.1319
185|2020-06-16|13:22:10|Mkn501-20200616@132209-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1022.4517|1027.8685|R_Astrodon_2018|2459017.0570601854|180.0|21.4780|2.2323|62.1563|1.1262
186|2020-06-16|18:37:04|PKS2155-304-20200616@183700-R_Astrodon_2018_calib.fits|PKS2155-304|21 58 52.00|-30 13 32.0|329.7167|-30.2256|1022.9591|1021.2258|R_Astrodon_2018|2459017.275740741|180.0|21.2664|3.4704|31.5394|1.8909
187|2020-06-16|18:40:18|PKS2155-304-20200616@184018-R_Astrodon_2018_calib.fits|PKS2155-304|21 58 52.00|-30 13 32.0|329.7167|-30.2256|1022.2725|1022.9725|R_Astrodon_2018|2459017.277986111|180.0|21.2623|3.4120|31.8426|1.8752
188|2020-06-17|16:01:29|3C345-20200617@160128-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1012.9599|1032.4553|R_Astrodon_2018|2459018.167696759|180.0|-9999.0000|-9999.0000|68.3236|1.0782
189|2020-06-17|16:04:40|3C345-20200617@160440-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1013.5414|1031.6882|R_Astrodon_2018|2459018.1699074074|180.0|-9999.0000|-9999.0000|67.8761|1.0818
190|2020-06-17|16:30:52|3C371-20200617@163048-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1022.9313|1021.0129|R_Astrodon_2018|2459018.188101852|180.0|21.4646|2.1970|43.6035|1.4496
191|2020-06-17|16:34:08|3C371-20200617@163407-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1023.3853|1019.1307|R_Astrodon_2018|2459018.19037037|180.0|21.4771|2.1962|43.5805|1.4503
192|2020-06-17|17:01:58|3C454-3-20200617@170157-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1020.2169|1034.0912|R_Astrodon_2018|2459018.2096990743|180.0|20.7277|2.3480|32.8028|1.8159
193|2020-06-17|17:05:12|3C454-3-20200617@170512-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1021.1414|1032.9046|R_Astrodon_2018|2459018.2119444446|180.0|20.6242|2.4172|33.5440|1.7809
194|2020-06-17|15:22:00|4C29-45-20200617@152155-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1021.6653|1035.6048|R_Astrodon_2018|2459018.140277778|180.0|-9999.0000|-9999.0000|21.3001|2.7910
195|2020-06-17|15:48:02|4C38-41-20200617@154802-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1014.4856|1032.9206|R_Astrodon_2018|2459018.1583564817|180.0|-9999.0000|-9999.0000|70.2921|1.0642
196|2020-06-17|15:51:14|4C38-41-20200617@155113-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1014.9026|1032.8473|R_Astrodon_2018|2459018.1605787035|180.0|-9999.0000|-9999.0000|69.8292|1.0674
197|2020-06-17|16:08:48|4C51-37-20200617@160843-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|986.6592|1047.4277|R_Astrodon_2018|2459018.172777778|180.0|-9999.0000|-9999.0000|61.0858|1.1426
198|2020-06-17|16:12:00|4C51-37-20200617@161200-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|986.5793|1046.0486|R_Astrodon_2018|2459018.175|180.0|-9999.0000|-9999.0000|61.0096|1.1436
199|2020-06-17|16:54:42|CTA102-20200617@165436-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1094.8304|1053.7085|R_Astrodon_2018|2459018.204652778|180.0|21.1479|2.1864|34.5771|1.7303
200|2020-06-17|16:58:24|CTA102-20200617@165823-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1095.8329|1051.7223|R_Astrodon_2018|2459018.2072222224|180.0|21.1490|2.4063|35.4275|1.6991
201|2020-06-17|15:41:04|DA406-20200617@154059-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1011.2555|1086.4488|R_Astrodon_2018|2459018.1535185184|180.0|-9999.0000|-9999.0000|70.1899|1.0654
202|2020-06-17|15:44:16|DA406-20200617@154416-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1011.4043|1086.6906|R_Astrodon_2018|2459018.1557407407|180.0|-9999.0000|-9999.0000|69.5997|1.0696
203|2020-06-17|17:25:24|ES2344+514-20200617@172518-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1027.8783|1086.6525|R_Astrodon_2018|2459018.225972222|180.0|21.6836|2.4314|31.6295|1.8833
204|2020-06-17|15:33:29|KS1510-08-20200617@153324-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1023.7109|1024.0889|R_Astrodon_2018|2459018.148252315|180.0|-9999.0000|-9999.0000|44.5788|1.4332
205|2020-06-17|15:36:41|KS1510-08-20200617@153641-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1025.4900|1024.9792|R_Astrodon_2018|2459018.150474537|180.0|-9999.0000|-9999.0000|44.0290|1.4477
206|2020-06-17|17:17:48|L-Lacertae-20200617@171743-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|957.5457|967.0514|R_Astrodon_2018|2459018.2206944446|180.0|21.4364|2.0923|49.1693|1.3131
