1.ID|2.DateObs|3.TimeObs|4.Filename|5.Object|6.RA_hhmmss|7.DEC_ddmmss|8.RA_deg|9.DEC_deg|10.RA_pix|11.Dec_pix|12.FilterName|13.JD|14.ExpTime_sec|15.Zmag|16.FWHM|17.Altitude|18.Airmass
104|2020-08-18|15:19:49|3C345-20200818@151949-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1025.3779|1031.5253|R_Astrodon_2018|2459080.138761574|180.0|20.6447|5.0082|31.6177|1.9272
105|2020-08-18|15:23:04|3C345-20200818@152304-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1026.0590|1034.1720|R_Astrodon_2018|2459080.1410185187|180.0|20.6694|4.6128|30.9950|1.9626
106|2020-08-18|15:43:16|3C454-3-20200818@154316-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1017.0048|1025.1352|R_Astrodon_2018|2459080.1550462963|180.0|20.5338|3.7104|70.4178|1.0580
107|2020-08-18|15:46:32|3C454-3-20200818@154632-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1016.9425|1026.5675|R_Astrodon_2018|2459080.1573148146|180.0|20.4537|3.1523|71.1283|1.0535
108|2020-08-18|15:06:35|4C38-41-20200818@150631-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1030.7331|1003.3910|R_Astrodon_2018|2459080.129571759|180.0|20.7943|4.4387|32.5271|1.8791
109|2020-08-18|15:09:51|4C38-41-20200818@150950-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1031.6224|1004.3690|R_Astrodon_2018|2459080.131840278|180.0|20.7016|5.4569|31.8865|1.9132
110|2020-08-18|15:27:05|4C51-37-20200818@152701-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1040.3434|1002.3645|R_Astrodon_2018|2459080.1438078703|180.0|20.7819|3.7974|39.6128|1.5790
111|2020-08-18|15:30:21|4C51-37-20200818@153021-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1040.3503|1004.4633|R_Astrodon_2018|2459080.1460763887|180.0|20.7784|3.9722|39.1228|1.5958
112|2020-08-18|14:58:50|DA406-20200818@145846-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|970.9239|1068.2875|R_Astrodon_2018|2459080.124189815|180.0|21.0255|4.6482|29.2334|2.0709
113|2020-08-18|15:02:06|DA406-20200818@150206-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|972.8964|1069.2721|R_Astrodon_2018|2459080.1264583333|180.0|20.9085|5.0683|28.5666|2.1157
114|2020-08-18|15:52:22|L-Lacertae-20200818@155218-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|962.3048|1115.2444|R_Astrodon_2018|2459080.161365741|180.0|21.4962|3.4146|70.8631|1.0583
115|2020-08-18|15:55:39|L-Lacertae-20200818@155539-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|963.1385|1118.6534|R_Astrodon_2018|2459080.1636458333|180.0|21.4841|3.2129|70.9773|1.0577
116|2020-08-18|15:13:12|Mkn501-20200818@151311-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.1483|1010.2075|R_Astrodon_2018|2459080.134166667|180.0|21.1670|4.2770|34.9714|1.7611
117|2020-08-18|15:16:28|Mkn501-20200818@151627-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.9590|1012.6762|R_Astrodon_2018|2459080.136435185|180.0|21.1341|4.3911|34.3429|1.7898
118|2020-08-19|18:18:14|3C371-20200819@181810-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1131.7727|1168.2943|R_Astrodon_2018|2459081.262662037|180.0|20.0371|2.6809|21.1758|2.7788
119|2020-08-19|18:21:30|3C371-20200819@182130-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1132.4950|1169.0281|R_Astrodon_2018|2459081.2649305556|180.0|18.5563|2.5232|20.8985|2.8139
120|2020-08-19|18:33:05|3C454-3-20200819@183305-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1029.7120|1012.0335|R_Astrodon_2018|2459081.272974537|180.0|20.2101|2.4858|66.1036|1.0972
121|2020-08-19|18:36:20|3C454-3-20200819@183620-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1030.4770|1012.6235|R_Astrodon_2018|2459081.2752314815|180.0|20.8955|2.2747|65.3755|1.1038
122|2020-08-19|19:13:18|3C66A-20200819@191314-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|983.6602|1088.2583|R_Astrodon_2018|2459081.300902778|180.0|21.6954|2.2569|65.4918|1.0973
123|2020-08-19|19:05:17|AO0235+16-20200819@190512-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.0946|1024.9806|R_Astrodon_2018|2459081.295335648|180.0|21.8138|2.3240|66.5819|1.0857
124|2020-08-19|19:08:32|AO0235+16-20200819@190832-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.3897|1025.9571|R_Astrodon_2018|2459081.2975925924|180.0|21.7953|2.2042|67.3103|1.0798
125|2020-08-19|18:26:20|CTA102-20200819@182615-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1022.2574|1024.4040|R_Astrodon_2018|2459081.268287037|180.0|19.8722|2.6187|61.0360|1.1471
126|2020-08-19|18:29:36|CTA102-20200819@182936-R_Astrodon_2018_calib.fits|CTA102|22 32 36.40|+11 43 51.0|338.1517|11.7308|1024.0202|1025.6468|R_Astrodon_2018|2459081.2705555554|180.0|19.0344|2.7087|60.3245|1.1555
127|2020-08-19|18:56:33|ES2344+514-20200819@185629-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1011.5558|1014.3288|R_Astrodon_2018|2459081.289270833|180.0|21.7246|2.5587|58.9435|1.1701
128|2020-08-19|18:59:50|ES2344+514-20200819@185950-R_Astrodon_2018_calib.fits|ES2344+514|23 47 04.00|+51 42 18.0|356.7667|51.7050|1011.4792|1014.4439|R_Astrodon_2018|2459081.291550926|180.0|21.6533|2.3109|58.6757|1.1737
129|2020-08-19|18:49:00|L-Lacertae-20200819@184856-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1130.0649|876.4582|R_Astrodon_2018|2459081.2840277776|180.0|21.5139|2.3607|51.2559|1.2894
130|2020-08-19|18:52:17|L-Lacertae-20200819@185216-R_Astrodon_2018_calib.fits|L-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1129.6757|877.9983|R_Astrodon_2018|2459081.2863078704|180.0|21.5134|2.3739|50.6689|1.3003
131|2020-08-19|18:41:10|PKS2155-304-20200819@184106-R_Astrodon_2018_calib.fits|PKS2155-304|21 58 52.00|-30 13 32.0|329.7167|-30.2256|1023.3799|1029.4909|R_Astrodon_2018|2459081.278587963|180.0|16.6429|3.0462|23.9832|2.4651
132|2020-08-19|18:44:26|PKS2155-304-20200819@184426-R_Astrodon_2018_calib.fits|PKS2155-304|21 58 52.00|-30 13 32.0|329.7167|-30.2256|1024.9429|1029.0936|R_Astrodon_2018|2459081.2808564813|180.0|18.4122|2.6477|23.5233|2.5106
133|2020-08-20|14:20:57|3C345-20200820@142056-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1030.7738|1017.4062|R_Astrodon_2018|2459082.0978819444|180.0|20.8406|3.5311|41.4276|1.5230
134|2020-08-20|14:24:11|3C345-20200820@142410-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1031.3433|1019.6448|R_Astrodon_2018|2459082.1001273147|180.0|20.8436|3.3572|40.8054|1.5424
135|2020-08-20|14:35:55|3C371-20200820@143550-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1020.1393|1019.0413|R_Astrodon_2018|2459082.108275463|180.0|20.7638|4.0014|38.6594|1.6057
136|2020-08-20|14:39:09|3C371-20200820@143909-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1020.5016|1018.6610|R_Astrodon_2018|2459082.110520833|180.0|21.0001|4.1571|38.4578|1.6129
137|2020-08-20|14:07:42|4C38-41-20200820@140741-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1028.2973|1011.5818|R_Astrodon_2018|2459082.0886805556|180.0|21.0370|4.4971|42.5737|1.4894
138|2020-08-20|14:10:57|4C38-41-20200820@141057-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1029.3319|1013.1545|R_Astrodon_2018|2459082.0909375|180.0|21.0956|3.8433|41.9331|1.5082
139|2020-08-20|14:28:12|4C51-37-20200820@142809-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1043.8810|1003.4337|R_Astrodon_2018|2459082.102916667|180.0|21.4653|3.7525|47.0104|1.3740
140|2020-08-20|14:31:29|4C51-37-20200820@143128-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1044.2208|1004.8031|R_Astrodon_2018|2459082.105196759|180.0|21.4870|3.4616|46.5532|1.3845
141|2020-08-20|14:01:02|DA406-20200820@140058-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1023.3696|1023.3848|R_Astrodon_2018|2459082.084050926|180.0|21.1967|4.1972|39.5077|1.5857
142|2020-08-20|14:04:18|DA406-20200820@140417-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|1023.6734|1025.8736|R_Astrodon_2018|2459082.0863194442|180.0|21.1697|4.5111|38.8320|1.6092
143|2020-08-20|14:14:20|Mkn501-20200820@141420-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1030.2874|1001.2507|R_Astrodon_2018|2459082.093287037|180.0|21.3462|4.0313|44.7892|1.4294
144|2020-08-20|14:17:35|Mkn501-20200820@141735-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1030.2462|1003.0038|R_Astrodon_2018|2459082.0955439815|180.0|21.3128|4.2692|44.1655|1.4457
145|2020-08-23|15:21:54|BL-Lacertae-20200823@152150-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.5878|1026.7089|R_Astrodon_2018|2459085.1402083333|180.0|21.4981|2.2158|70.3234|1.0616
146|2020-08-23|15:25:09|BL-Lacertae-20200823@152508-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.6666|1029.3773|R_Astrodon_2018|2459085.1424652776|180.0|21.5059|2.3596|70.5114|1.0605
147|2020-08-23|15:28:23|BL-Lacertae-20200823@152823-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.1962|1031.5507|R_Astrodon_2018|2459085.1447106483|180.0|21.5013|2.0838|70.6768|1.0595
148|2020-08-23|15:31:38|BL-Lacertae-20200823@153137-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.9320|1033.7160|R_Astrodon_2018|2459085.1469675926|180.0|21.5063|2.1315|70.8206|1.0587
149|2020-08-23|15:35:01|BL-Lacertae-20200823@153501-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.1304|1036.3565|R_Astrodon_2018|2459085.1493171295|180.0|21.5076|2.3408|70.9459|1.0580
150|2020-08-23|15:38:15|BL-Lacertae-20200823@153814-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1020.4334|1039.1369|R_Astrodon_2018|2459085.1515625|180.0|21.5099|2.2162|71.0419|1.0575
151|2020-08-23|15:41:29|BL-Lacertae-20200823@154128-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1019.8043|1041.6585|R_Astrodon_2018|2459085.1538078706|180.0|21.5083|2.2635|71.1143|1.0572
152|2020-08-23|15:55:27|BL-Lacertae-20200823@155522-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.7277|1023.3042|R_Astrodon_2018|2459085.1635069447|180.0|21.5084|2.0552|71.1518|1.0574
153|2020-08-23|15:58:43|BL-Lacertae-20200823@155842-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.1922|1021.9622|R_Astrodon_2018|2459085.165775463|180.0|21.5155|2.1935|71.0958|1.0578
154|2020-08-23|16:01:57|BL-Lacertae-20200823@160157-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.6787|1020.4378|R_Astrodon_2018|2459085.1680208333|180.0|21.5064|2.3549|71.0165|1.0584
155|2020-08-23|16:05:12|BL-Lacertae-20200823@160511-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.0768|1018.7384|R_Astrodon_2018|2459085.1702777776|180.0|21.5120|2.2429|70.9131|1.0592
156|2020-08-23|16:08:38|BL-Lacertae-20200823@160838-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.7035|1017.0545|R_Astrodon_2018|2459085.172662037|180.0|21.5111|2.3145|70.7786|1.0602
157|2020-08-23|16:11:53|BL-Lacertae-20200823@161153-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1024.6106|1015.6126|R_Astrodon_2018|2459085.1749189813|180.0|21.5188|2.1875|70.6278|1.0613
158|2020-08-23|16:15:08|BL-Lacertae-20200823@161507-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1024.8864|1014.1119|R_Astrodon_2018|2459085.177175926|180.0|21.5169|2.4595|70.4547|1.0625
159|2020-08-23|16:18:23|BL-Lacertae-20200823@161822-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1025.7499|1012.8271|R_Astrodon_2018|2459085.1794328704|180.0|21.5171|2.2058|70.2599|1.0639
160|2020-08-23|16:21:38|BL-Lacertae-20200823@162137-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1026.4461|1011.6350|R_Astrodon_2018|2459085.1816898147|180.0|21.5148|2.0607|70.0441|1.0654
161|2020-08-23|16:25:02|BL-Lacertae-20200823@162501-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1026.7619|1010.3466|R_Astrodon_2018|2459085.184050926|180.0|21.5222|2.1048|69.7966|1.0672
162|2020-08-23|16:28:16|BL-Lacertae-20200823@162815-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1027.2184|1009.2623|R_Astrodon_2018|2459085.1862962963|180.0|21.5202|2.2281|69.5413|1.0691
163|2020-08-23|16:31:31|BL-Lacertae-20200823@163130-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1028.3433|1008.2283|R_Astrodon_2018|2459085.1885532406|180.0|21.5171|2.2410|69.2658|1.0711
164|2020-08-23|16:34:46|BL-Lacertae-20200823@163445-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1029.0287|1007.2036|R_Astrodon_2018|2459085.1908101854|180.0|21.5209|2.0608|68.9723|1.0733
165|2020-08-23|16:38:00|BL-Lacertae-20200823@163759-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1029.5611|1006.1737|R_Astrodon_2018|2459085.1930555557|180.0|21.5213|2.1035|68.6630|1.0757
166|2020-08-23|16:41:26|BL-Lacertae-20200823@164125-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1030.3921|1005.5741|R_Astrodon_2018|2459085.1954398146|180.0|21.5188|1.9726|68.3167|1.0783
167|2020-08-23|16:44:41|BL-Lacertae-20200823@164440-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1031.0185|1004.7423|R_Astrodon_2018|2459085.1976967594|180.0|21.5277|2.0719|67.9727|1.0810
168|2020-08-23|16:47:55|BL-Lacertae-20200823@164754-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1031.8929|1004.2395|R_Astrodon_2018|2459085.1999421297|180.0|21.5279|2.0576|67.6155|1.0839
169|2020-08-23|16:51:10|BL-Lacertae-20200823@165109-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1032.5278|1003.8497|R_Astrodon_2018|2459085.202199074|180.0|21.5250|2.0485|67.2422|1.0869
170|2020-08-23|16:54:36|BL-Lacertae-20200823@165436-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1033.1737|1003.4414|R_Astrodon_2018|2459085.2045833333|180.0|21.5274|2.0061|66.8331|1.0904
171|2020-08-23|16:57:51|BL-Lacertae-20200823@165750-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1033.8080|1003.2226|R_Astrodon_2018|2459085.2068402776|180.0|21.5296|1.9369|66.4326|1.0938
172|2020-08-23|17:01:06|BL-Lacertae-20200823@170105-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1034.2200|1003.1331|R_Astrodon_2018|2459085.2090972224|180.0|21.5255|1.9844|66.0199|1.0973
173|2020-08-23|17:04:20|BL-Lacertae-20200823@170419-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1034.7515|1002.6046|R_Astrodon_2018|2459085.2113425927|180.0|21.5310|2.0515|65.5979|1.1011
174|2020-08-23|17:07:35|BL-Lacertae-20200823@170734-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1035.6908|1002.1140|R_Astrodon_2018|2459085.213599537|180.0|21.5337|2.0176|65.1629|1.1050
175|2020-08-23|17:11:00|BL-Lacertae-20200823@171059-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1036.5571|1001.7729|R_Astrodon_2018|2459085.2159722224|180.0|21.5221|2.0052|64.6944|1.1093
176|2020-08-23|17:14:14|BL-Lacertae-20200823@171413-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1037.2694|1001.4034|R_Astrodon_2018|2459085.2182175927|180.0|21.5246|1.9913|64.2411|1.1137
177|2020-08-23|17:17:29|BL-Lacertae-20200823@171729-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1037.9118|1001.3120|R_Astrodon_2018|2459085.220474537|180.0|21.5228|1.9908|63.7763|1.1182
178|2020-08-23|17:20:44|BL-Lacertae-20200823@172044-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1038.5813|1001.1893|R_Astrodon_2018|2459085.2227314813|180.0|21.5201|2.1508|63.3028|1.1229
179|2020-08-23|17:23:59|BL-Lacertae-20200823@172358-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1039.2930|1000.7435|R_Astrodon_2018|2459085.224988426|180.0|21.5218|2.1749|62.8211|1.1278
180|2020-08-23|17:27:24|BL-Lacertae-20200823@172724-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1039.9643|1000.8076|R_Astrodon_2018|2459085.227361111|180.0|21.5210|2.2774|62.3063|1.1332
181|2020-08-23|17:30:38|BL-Lacertae-20200823@173038-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1040.9646|1001.0059|R_Astrodon_2018|2459085.2296064813|180.0|21.5118|2.2881|61.8118|1.1385
182|2020-08-23|17:33:53|BL-Lacertae-20200823@173352-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1041.7298|1001.1900|R_Astrodon_2018|2459085.231863426|180.0|21.5199|2.3271|61.3078|1.1441
183|2020-08-23|17:37:08|BL-Lacertae-20200823@173707-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1042.4108|1001.4322|R_Astrodon_2018|2459085.2341203704|180.0|21.5136|2.3949|60.7973|1.1498
184|2020-08-23|17:40:35|BL-Lacertae-20200823@174034-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1043.0277|1001.5301|R_Astrodon_2018|2459085.2365162037|180.0|21.5134|2.1154|60.2487|1.1562
185|2020-08-23|17:43:49|BL-Lacertae-20200823@174349-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1043.6226|1001.8237|R_Astrodon_2018|2459085.238761574|180.0|21.5161|2.3056|59.7286|1.1624
186|2020-08-23|17:47:04|BL-Lacertae-20200823@174703-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1044.3692|1002.0285|R_Astrodon_2018|2459085.2410185183|180.0|21.5131|2.2218|59.2005|1.1688
187|2020-08-23|17:50:19|BL-Lacertae-20200823@175018-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1044.9154|1002.1249|R_Astrodon_2018|2459085.243275463|180.0|21.5140|2.3324|58.6672|1.1755
188|2020-08-23|17:53:47|BL-Lacertae-20200823@175347-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1045.7942|1002.6069|R_Astrodon_2018|2459085.2456828705|180.0|-9999.0000|-9999.0000|58.0930|1.1829
189|2020-08-24|15:37:22|BL-Lacertae-20200824@153717-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.6979|1027.6403|R_Astrodon_2018|2459086.150949074|180.0|21.4354|2.9872|71.1108|1.0572
190|2020-08-24|15:51:31|BL-Lacertae-20200824@155126-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.6621|1023.0580|R_Astrodon_2018|2459086.160775463|180.0|21.4505|2.6857|71.1518|1.0574
191|2020-08-24|15:54:47|BL-Lacertae-20200824@155446-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.4786|1020.9339|R_Astrodon_2018|2459086.1630439814|180.0|21.4599|2.8372|71.0958|1.0578
192|2020-08-24|15:58:02|BL-Lacertae-20200824@155801-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1021.8091|1018.8374|R_Astrodon_2018|2459086.1653009257|180.0|21.4584|2.7733|71.0161|1.0584
193|2020-08-24|16:01:16|BL-Lacertae-20200824@160116-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.0051|1016.9180|R_Astrodon_2018|2459086.1675462965|180.0|21.4601|2.6139|70.9132|1.0592
194|2020-08-24|16:04:42|BL-Lacertae-20200824@160442-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.2791|1015.1496|R_Astrodon_2018|2459086.1699305554|180.0|21.4609|2.6499|70.7787|1.0602
195|2020-08-24|16:07:57|BL-Lacertae-20200824@160756-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1022.8192|1013.5473|R_Astrodon_2018|2459086.1721875|180.0|21.4645|2.7311|70.6279|1.0613
196|2020-08-24|16:11:11|BL-Lacertae-20200824@161111-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.0754|1012.0135|R_Astrodon_2018|2459086.1744328705|180.0|21.4554|2.6782|70.4557|1.0625
197|2020-08-24|16:14:27|BL-Lacertae-20200824@161426-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1023.6476|1010.6330|R_Astrodon_2018|2459086.176701389|180.0|21.4436|2.5983|70.2600|1.0639
198|2020-08-24|16:17:54|BL-Lacertae-20200824@161753-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1024.3482|1009.3032|R_Astrodon_2018|2459086.179097222|180.0|21.4557|2.4189|70.0303|1.0655
199|2020-08-24|16:21:08|BL-Lacertae-20200824@162108-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1024.8487|1008.0800|R_Astrodon_2018|2459086.1813425925|180.0|21.4565|2.4776|69.7942|1.0672
200|2020-08-24|16:24:23|BL-Lacertae-20200824@162423-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1025.2888|1006.8331|R_Astrodon_2018|2459086.1835995372|180.0|21.4601|2.4023|69.5373|1.0691
201|2020-08-24|16:27:39|BL-Lacertae-20200824@162738-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1025.9389|1005.5819|R_Astrodon_2018|2459086.1858680556|180.0|21.4409|2.4029|69.2601|1.0712
202|2020-08-24|16:31:07|BL-Lacertae-20200824@163107-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1026.3947|1004.3332|R_Astrodon_2018|2459086.188275463|180.0|21.4423|2.4357|68.9460|1.0735
203|2020-08-24|16:34:22|BL-Lacertae-20200824@163421-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1027.1492|1003.1969|R_Astrodon_2018|2459086.1905324073|180.0|21.4452|2.3253|68.6336|1.0759
204|2020-08-24|16:37:36|BL-Lacertae-20200824@163736-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1027.7104|1002.5905|R_Astrodon_2018|2459086.1927777776|180.0|21.4409|2.4116|68.3065|1.0784
